ISO	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates Start After
SVK	Slovak Republic	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	12.161	7.144	3.489	8.417	7.451	2.779	4.266	1.899	3.951	0.937	0.698	4.073	3.73	1.46	-0.096	-0.331	-0.472	1.395	2.523	2.766	2.01	2.363	2.981	2020
SVK	Slovak Republic	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force		Source: National Statistics Office. Eurostat & Haver Analytics Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021	18.9	19.458	18.825	17.7	18.358	16.358	13.442	11.217	9.592	12.092	14.483	13.675	13.975	14.258	13.183	11.483	9.683	8.108	6.542	5.758	6.7	6.8	6.1	2019
SVN	Slovenia	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"9,484.57"	"10,626.48"	"11,809.63"	"12,838.54"	"13,838.78"	"14,574.31"	"15,708.83"	"17,446.23"	"18,866.03"	"17,838.75"	"17,764.69"	"18,075.65"	"17,637.15"	"17,706.45"	"18,259.41"	"18,834.16"	"19,592.74"	"20,819.69"	"22,190.06"	"23,257.54"	"22,386.03"	"24,230.28"	"25,692.39"	2020
SVN	Slovenia	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"10,259.44"	"10,502.32"	"11,804.82"	"14,873.63"	"17,254.83"	"18,152.06"	"19,723.86"	"23,912.49"	"27,744.28"	"24,854.16"	"23,570.18"	"25,156.07"	"22,674.37"	"23,516.59"	"24,263.90"	"20,898.86"	"21,681.28"	"23,511.32"	"26,217.34"	"26,039.10"	"25,548.77"	"28,939.27"	"31,025.51"	2020
SVN	Slovenia	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		"Source: National Statistics Office. CPI has been the official measure of price inflation since Jan. 1, 1998, earlier it was the Retail Price Index (RPI). Latest actual data: 2020 Harmonized prices: No Frequency of source data: Monthly Base year: 2015 Primary domestic currency: Euro Data last updated: 09/2021"	62.798	68.058	73.146	77.198	79.968	81.932	83.949	87.025	91.943	92.718	94.383	96.082	98.573	100.32	100.522	99.998	99.944	101.376	103.138	104.816	104.763	106.244	108.164	2020
SVN	Slovenia	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	8.934	8.376	7.477	5.539	3.589	2.455	2.462	3.664	5.652	0.842	1.797	1.799	2.593	1.772	0.201	-0.521	-0.053	1.432	1.738	1.627	-0.051	1.414	1.808	2020
SVN	Slovenia	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force		Source: National Statistics Office Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021	6.742	6.192	6.342	6.7	6.342	6.542	5.992	4.858	4.392	5.892	7.3	8.242	8.917	10.175	9.792	9.025	8.025	6.6	5.158	4.467	5	4.451	4.313	2019
SLB	Solomon Islands	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"5,177.51"	"5,098.27"	"5,368.97"	"5,919.39"	"6,489.30"	"7,640.76"	"8,519.59"	"9,643.46"	"10,762.40"	"11,507.53"	"12,936.66"	"14,814.79"	"15,754.26"	"16,420.26"	"16,778.56"	"17,152.81"	"17,688.55"	"18,400.27"	"19,180.56"	"19,159.50"	"18,547.54"	"19,158.58"	"20,446.66"	2015
SLB	Solomon Islands	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"1,017.41"	965.95	795.547	788.627	867.004	"1,014.73"	"1,119.61"	"1,260.25"	"1,389.07"	"1,428.61"	"1,604.15"	"1,938.79"	"2,141.92"	"2,248.69"	"2,278.42"	"2,174.31"	"2,229.57"	"2,291.68"	"2,398.81"	"2,356.62"	"2,281.35"	"2,356.51"	"2,514.94"	2015
SLB	Solomon Islands	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		"Source: National Statistics Office. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2017 Primary domestic currency: Solomon Islands dollar Data last updated: 08/2021"	34.893	37.555	41.072	45.211	48.337	51.977	57.817	62.242	73.033	78.267	78.975	84.833	89.85	94.567	99.575	99.008	99.5	100	103.475	105.167	108.283	110.907	114.749	2019
SLB	Solomon Islands	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	6.928	7.628	9.366	10.077	6.916	7.53	11.235	7.654	17.338	7.166	0.905	7.418	5.914	5.249	5.296	-0.569	0.497	0.503	3.475	1.635	2.964	2.423	3.464	2019
SLB	Solomon Islands	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force																										
SOM	Somalia	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	301.676	316.021	312.727	310.457	312.857	326.515	327.321	346.156	331.637	350.361	369.62	2013
SOM	Somalia	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	301.676	316.021	312.727	310.457	312.857	326.515	327.321	346.156	331.637	350.361	369.62	2013
SOM	Somalia	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index																										
SOM	Somalia	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change																										
SOM	Somalia	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force																										
ZAF	South Africa	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"23,455.19"	"25,499.53"	"29,353.45"	"31,842.05"	"34,927.80"	"38,382.81"	"42,471.91"	"47,803.99"	"52,447.65"	"55,281.99"	"59,529.96"	"63,823.34"	"67,379.28"	"71,973.18"	"75,748.03"	"79,787.62"	"84,611.30"	"88,938.14"	"92,470.36"	"95,364.25"	"92,601.31"	"101,545.26"	"105,164.21"	2020
ZAF	South Africa	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"3,382.07"	"2,964.03"	"2,791.18"	"4,209.22"	"5,415.09"	"6,033.22"	"6,276.17"	"6,776.46"	"6,355.88"	"6,552.26"	"8,130.19"	"8,799.48"	"8,207.06"	"7,458.04"	"6,984.93"	"6,256.67"	"5,750.79"	"6,678.29"	"6,984.47"	"6,598.88"	"5,624.50"	"6,861.17"	"7,081.87"	2020
ZAF	South Africa	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		Source: National Statistics Office Latest actual data: 2020 Harmonized prices: No Frequency of source data: Monthly Base year: 2016. CPI basket has been updated and rebased at Dec-2016=100 Primary domestic currency: South African rand Data last updated: 09/2021	39.767	42.008	45.85	48.542	49.233	50.883	53.233	57.042	63.308	67.817	70.708	74.233	78.408	82.925	87.975	92	97.833	102.992	107.75	112.2	115.867	120.981	126.405	2020
ZAF	South Africa	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	5.389	5.637	9.145	5.871	1.425	3.351	4.618	7.154	10.986	7.121	4.264	4.985	5.624	5.76	6.09	4.575	6.341	5.273	4.62	4.13	3.268	4.414	4.483	2020
ZAF	South Africa	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force		Source: National Statistics Office Latest actual data: 2020 Employment type: National definition Primary domestic currency: South African rand Data last updated: 09/2021	23	25.95	27.8	27.65	25.15	24.65	23.55	23	22.525	23.7	24.875	24.8	24.875	24.725	25.1	25.35	26.725	27.45	27.125	28.7	29.175	33.5	34.375	2020
SSD	South Sudan	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"4,941.19"	"3,072.32"	"3,944.83"	"3,935.56"	"4,450.06"	"13,439.42"	"31,555.41"	"50,889.07"	"54,211.90"	"53,454.44"	"76,359.76"	"148,794.77"	2008
SSD	South Sudan	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	"1,644.74"	"1,041.46"	"1,337.23"	"1,334.09"	"1,245.68"	286.208	277.692	359.062	343.006	322.201	230.132	313.592	2008
SSD	South Sudan	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		Source: National Statistics Office. National Bureau of Statistics Latest actual data: 2019 Harmonized prices: No Frequency of source data: Monthly Base year: 2011. 40695 Primary domestic currency: South Sudanese pound Data last updated: 09/2021	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	109.546	158.926	158.864	161.495	246.786	"1,184.20"	"3,408.74"	"6,255.09"	"9,456.85"	"11,724.98"	"14,421.73"	"17,882.94"	2019
SSD	South Sudan	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	45.078	-0.039	1.656	52.813	379.849	187.852	83.502	51.187	23.984	23	24	2019
SSD	South Sudan	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force																										
ESP	Spain	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"15,974.87"	"17,195.51"	"18,094.84"	"19,012.74"	"20,052.58"	"21,239.16"	"22,628.75"	"23,776.17"	"24,129.29"	"23,061.88"	"23,038.05"	"22,760.98"	"22,047.86"	"21,899.06"	"22,218.39"	"23,218.84"	"23,979.40"	"24,968.74"	"25,749.83"	"26,416.85"	"23,814.84"	"25,567.91"	"27,469.22"	2020
ESP	Spain	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"14,761.11"	"15,400.91"	"17,097.92"	"21,501.07"	"24,932.13"	"26,438.03"	"28,414.13"	"32,588.56"	"35,484.39"	"32,131.38"	"30,566.88"	"31,676.69"	"28,344.78"	"29,084.96"	"29,524.76"	"25,764.22"	"26,535.55"	"28,196.76"	"30,423.17"	"29,576.25"	"27,179.45"	"30,536.86"	"33,171.17"	2020
ESP	Spain	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		Source: National Statistics Office Latest actual data: 2020 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2016 Primary domestic currency: Euro Data last updated: 09/2021	71.402	73.965	76.261	78.579	80.967	83.694	86.636	89.051	92.68	92.414	94.077	97.084	99.458	100.859	100.707	100.203	100	101.956	103.664	104.389	104.052	106.381	108.131	2020
ESP	Spain	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	3.484	3.59	3.104	3.039	3.039	3.368	3.515	2.787	4.076	-0.288	1.8	3.196	2.446	1.409	-0.151	-0.5	-0.203	1.956	1.675	0.7	-0.323	2.238	1.646	2020
ESP	Spain	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force		Source: National Statistics Office Latest actual data: 2020 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021	13.857	10.54	11.45	11.485	10.965	9.153	8.453	8.233	11.245	17.855	19.858	21.39	24.788	26.095	24.443	22.058	19.635	17.225	15.255	14.105	15.533	15.37	14.771	2020
LKA	Sri Lanka	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"79,274.54"	"88,085.39"	"98,223.17"	"108,496.47"	"123,426.17"	"143,622.95"	"170,755.68"	"206,413.32"	"252,594.54"	"274,991.58"	"316,540.88"	"353,900.82"	"427,537.97"	"465,976.44"	"498,659.69"	"522,204.15"	"565,772.96"	"621,530.64"	"659,478.91"	"688,572.81"	"683,074.54"	"738,011.57"	"803,762.12"	2019
LKA	Sri Lanka	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"1,030.76"	984.014	"1,027.09"	"1,124.83"	"1,218.73"	"1,429.45"	"1,642.83"	"1,865.88"	"2,332.26"	"2,391.70"	"2,799.96"	"3,199.48"	"3,347.89"	"3,607.15"	"3,817.13"	"3,841.52"	"3,885.76"	"4,076.75"	"4,057.33"	"3,851.67"	"3,681.55"	"3,665.77"	"3,760.38"	2019
LKA	Sri Lanka	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		Source: National Statistics Office. CPI Colombo Latest actual data: 2020 Harmonized prices: No Frequency of source data: Monthly Base year: 2013. The current base year is 2013. The previous base year was Jan.2006-Dec.2007=100. The authorities issue data from Jan 2008 onward for this base year. We use previous base year data (2002=100) and (1952=100) to calculate historical data prior 2008. Therefore the average from Jan.2006 to Dec.2007 may not equal to 100. Primary domestic currency: Sri Lankan rupee Data last updated: 09/2021	32.902	37.56	41.148	44.838	48.879	54.247	59.683	69.138	75.8	78.4	83.3	88.9	95.6	102.233	105.058	107.408	111.692	119.042	124.125	129.467	135.367	142.29	151.184	2020
LKA	Sri Lanka	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	6.176	14.158	9.551	8.969	9.011	10.983	10.02	15.842	9.636	3.43	6.25	6.723	7.537	6.939	2.763	2.237	3.988	6.581	4.27	4.303	4.557	5.115	6.25	2020
LKA	Sri Lanka	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force		Source: National Statistics Office. Department of Census and Statistics Latest actual data: 2019 Primary domestic currency: Sri Lankan rupee Data last updated: 09/2021	7.573	7.9	8.8	8.4	8.3	7.7	6.6	6.2	6	5.9	5	4.1	4	4.4	4.3	4.7	4.4	4.2	4.4	4.8	5.5	5.3	5.1	2019
KNA	St. Kitts and Nevis	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"25,054.88"	"26,898.89"	"27,821.66"	"26,790.68"	"28,530.78"	"30,392.92"	"35,357.04"	"37,383.65"	"41,718.32"	"41,082.76"	"40,869.65"	"43,407.48"	"42,418.39"	"44,452.90"	"47,934.81"	"47,666.14"	"49,672.04"	"51,689.07"	"52,028.30"	"55,626.70"	"46,367.74"	"45,676.33"	"50,568.08"	2015
KNA	St. Kitts and Nevis	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"9,279.58"	"9,962.55"	"10,304.32"	"9,922.48"	"10,566.96"	"11,256.64"	"13,095.20"	"13,845.79"	"15,451.23"	"15,215.84"	"15,136.91"	"16,076.85"	"15,710.51"	"16,464.04"	"17,753.63"	"17,654.13"	"18,397.05"	"19,144.10"	"19,269.74"	"20,602.48"	"17,173.24"	"16,917.16"	"18,728.92"	2015
KNA	St. Kitts and Nevis	"Inflation, average consumer prices"	"Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]"	Index		Source: National Statistics Office Latest actual data: 2020 Notes: Data prior to 1990 cannot be confirmed by national sources at this time. Harmonized prices: No Frequency of source data: Monthly Base year: 2010. Period average and end of period CPIs do not equal 100 in the base year as the index for January is set as a base. Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2021	73.38	74.948	76.506	78.241	80.001	82.7	89.719	93.74	98.708	100.739	101.597	107.525	108.403	109.603	109.874	107.345	106.607	107.348	106.236	105.885	105.261	104.238	103.669	2020
KNA	St. Kitts and Nevis	"Inflation, average consumer prices"	Annual percentages of average consumer prices are year-on-year changes.	Percent change		"See notes for:  Inflation, average consumer prices (Index)."	2.11	2.138	2.078	2.268	2.25	3.374	8.487	4.481	5.3	2.058	0.851	5.835	0.816	1.107	0.248	-2.302	-0.688	0.696	-1.036	-0.331	-0.589	-0.972	-0.546	2020
KNA	St. Kitts and Nevis	Unemployment rate	"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]"	Percent of total labor force																										
LCA	St. Lucia	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"16,142.50"	"15,260.06"	"15,269.34"	"16,598.32"	"17,732.13"	"18,659.20"	"20,580.42"	"21,429.84"	"22,792.95"	"22,972.41"	"24,213.80"	"25,447.35"	"25,637.01"	"26,341.56"	"27,466.58"	"28,044.40"	"28,648.10"	"30,407.50"	"31,203.02"	"31,813.43"	"24,123.69"	"25,432.04"	"29,443.54"	2015
LCA	St. Lucia	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"5,978.70"	"5,651.87"	"5,655.31"	"6,147.53"	"6,567.46"	"6,910.81"	"7,622.38"	"7,936.98"	"8,441.83"	"8,508.30"	"8,968.07"	"9,424.95"	"9,495.19"	"9,756.13"	"10,172.81"	"10,386.82"	"10,610.41"	"11,262.04"	"11,556.67"	"11,782.75"	"8,934.70"	"9,419.27"	"10,905.01"	2015
